make,model,condition,grade,capacity,colour,network,count
TECH21,"EVO GLASS SCREEN PROTECTOR FOR APPLE IPHONE 6/6S",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",16
TECH21,"EVO GLASS SCREEN PROTECTOR FOR APPLE IPHONE 6/6S","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",10
TECH21,"EVO GLASS SCREEN PROTECTOR FOR APPLE IPHONE 7 PLUS","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",1
TECH21,"EVO GLASS SCREEN PROTECTOR FOR IPHONE 7 - T21-5342","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"EVO GLASS SCREEN PROTECTOR FOR IPHONE 7 - T21-5342",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",21
TECH21,"EVO GLASS SCREEN PROTECTOR FOR IPHONE 7 - T21-5342","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",12
TECH21,"EVO GLASS SCREEN PROTECTOR FOR IPHONE 7 PLUS - T21-5361","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",10
TECH21,"EVO GLASS SCREEN PROTECTOR FOR IPHONE 7 PLUS - T21-5361","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",5
TECH21,"EVO GLASS SCREEN PROTECTOR FOR IPHONE 7 PLUS - T21-5361",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",6
TECH21,"EVO MESH CASE FOR APPLE IPHONE 5/5S/SE - T21-4600",Working,"Grade A - Very Good Condition","Not Applicable",Multicolour,"Not Applicable",3
TECH21,"EVO MESH CASE FOR APPLE IPHONE 5/5S/SE - T21-4600",Working,"Grade A - Very Good Condition","Not Applicable",Pink,"Not Applicable",5
TECH21,"EVO MESH CASE FOR APPLE IPHONE 5/5S/SE - T21-4600","Brand New","Insurance Grade","Not Applicable",Pink,"Not Applicable",1
TECH21,"EVO MESH CASE FOR APPLE IPHONE 5/5S/SE - T21-4600",Working,"Insurance Grade","Not Applicable",Pink,"Not Applicable",1
TECH21,"EVO MESH CASE FOR APPLE IPHONE 5/5S/SE - T21-5276",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",1
TECH21,"EVO MESH CASE FOR APPLE IPHONE 5/5S/SE - T21-5276",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",16
TECH21,"EVO MESH CASE FOR APPLE IPHONE 5/5S/SE - T21-5276",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",6
TECH21,"EVO MESH CASE FOR APPLE IPHONE 5/5S/SE - T21-5276","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",1
TECH21,"EVO MESH CASE FOR APPLE IPHONE 5/5S/SE - T21-5276","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",1
TECH21,"EVO MESH CASE FOR APPLE IPHONE 5/5S/SE - T21-5276","Brand New","Brand New","Not Applicable",Black,"Not Applicable",4
TECH21,"EVO MESH CASE FOR APPLE IPHONE 5/5S/SE - T21-5276",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",9
TECH21,"EVO MESH CASE FOR APPLE IPHONE 5/5S/SE - T21-5276",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",1
TECH21,"EVO MESH CASE FOR APPLE IPHONE 5/5S/SE - T21-5276",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",1
TECH21,"EVO MESH CASE FOR IPHONE 6 PLUS/6S PLUS - T21-5312",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",1
TECH21,"EVO MESH CASE FOR IPHONE 6 PLUS/6S PLUS - T21-5312",Working,"Insurance Grade","Not Applicable",Grey,"Not Applicable",1
TECH21,"EVO MESH DURABLE IMPACT RESISTANT CASE FOR IPHONE 6 AND 6S - T21-5009",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",7
TECH21,"EVO MESH DURABLE IMPACT RESISTANT CASE FOR IPHONE 6 AND 6S - T21-5009",Working,"Grade B - Good Condition","Not Applicable",Red,"Not Applicable",1
TECH21,"EVO MESH DURABLE IMPACT RESISTANT CASE FOR IPHONE 6 AND 6S - T21-5009",Working,"Grade A - Very Good Condition","Not Applicable",Multicolour,"Not Applicable",4
TECH21,"EVO MESH DURABLE IMPACT RESISTANT CASE FOR IPHONE 6 AND 6S - T21-5009",Working,"Not Graded","Not Applicable",Multicolour,"Not Applicable",3
TECH21,"EVO MESH DURABLE IMPACT RESISTANT CASE FOR IPHONE 6 AND 6S - T21-5009",Working,"Grade B - Good Condition","Not Applicable",Grey,"Not Applicable",4
TECH21,"EVO MESH DURABLE IMPACT RESISTANT CASE FOR IPHONE 6 AND 6S - T21-5009",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",1
TECH21,"EVO MESH DURABLE IMPACT RESISTANT CASE FOR IPHONE 6 AND 6S - T21-5009",Working,"Grade A - Very Good Condition","Not Applicable",Red,"Not Applicable",6
TECH21,"EVO MESH DURABLE IMPACT RESISTANT CASE FOR IPHONE 6 AND 6S - T21-5009",Working,"Insurance Grade","Not Applicable",Red,"Not Applicable",6
TECH21,"EVO MESH DURABLE IMPACT RESISTANT CASE FOR IPHONE 6 AND 6S - T21-5009",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",8
TECH21,"EVO MESH FOR IPHONE 5/5S - T21-5169",Working,"Insurance Grade","Not Applicable",White,"Not Applicable",1
TECH21,"EVO MESH FOR IPHONE 5/5S - T21-5169",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",1
TECH21,"EVO MESH FOR IPHONE 5/5S - T21-5169","Brand New","Brand New","Not Applicable",White,"Not Applicable",1
TECH21,"EVO MESH FOR IPHONE 5/5S - T21-5169",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",2
TECH21,"EVO MESH FOR IPHONE 6 AND 6S - T21-5094",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",3
TECH21,"EVO MESH FOR IPHONE 6 AND 6S - T21-5094",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",34
TECH21,"EVO MESH FOR IPHONE 6 AND 6S - T21-5094",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",39
TECH21,"EVO MESH FOR IPHONE 6 AND 6S - T21-5094",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",6
TECH21,"EVO MESH FOR IPHONE 6 AND 6S - T21-5094","Brand New","Brand New","Not Applicable",Grey,"Not Applicable",2
TECH21,"EVO MESH FOR IPHONE 6 AND 6S - T21-5094","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",1
TECH21,"EVO MESH FOR IPHONE 6 AND 6S - T21-5094",Working,"Insurance Grade","Not Applicable",Grey,"Not Applicable",8
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6 PLUS/6S PLUS - T21-5018",Working,"Insurance Grade","Not Applicable",Blue,"Not Applicable",8
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6 PLUS/6S PLUS - T21-5018",Working,"Grade A - Very Good Condition","Not Applicable",Blue,"Not Applicable",18
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6 PLUS/6S PLUS - T21-5018","Brand New","Brand New","Not Applicable",Blue,"Not Applicable",18
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6 PLUS/6S PLUS - T21-5018","Brand New","Brand New","Not Applicable",Blue,"Not Applicable",47
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6 PLUS/6S PLUS - T21-5018",Working,"Grade A - Very Good Condition","Not Applicable",Blue,"Not Applicable",2
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6 PLUS/6S PLUS - T21-5095",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",20
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6 PLUS/6S PLUS - T21-5095",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",16
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6 PLUS/6S PLUS - T21-5095",Working,"Grade B - Good Condition","Not Applicable",Clear,"Not Applicable",2
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6 PLUS/6S PLUS - T21-5095","Brand New","Insurance Grade","Not Applicable",Grey,"Not Applicable",2
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6 PLUS/6S PLUS - T21-5095",Working,"Insurance Grade","Not Applicable",Grey,"Not Applicable",7
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6 PLUS/6S PLUS - T21-5095",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",4
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6 PLUS/6S PLUS - T21-5095",Working,"Insurance Grade","Not Applicable",Grey,"Not Applicable",14
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6 PLUS/6S PLUS - T21-5095",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",2
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6/6S - T21-5008",Working,"Grade B - Good Condition","Not Applicable",Blue,"Not Applicable",1
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6/6S - T21-5008",Working,"Grade A - Very Good Condition","Not Applicable",Blue,"Not Applicable",43
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6/6S - T21-5008",Working,"Insurance Grade","Not Applicable",Blue,"Not Applicable",27
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6/6S - T21-5008","Brand New","Insurance Grade","Not Applicable",Blue,"Not Applicable",12
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6/6S - T21-5008","Brand New","Brand New","Not Applicable",Blue,"Not Applicable",1
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6/6S - T21-5008","Brand New","Brand New","Not Applicable",Blue,"Not Applicable",4
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6/6S - T21-5008",Working,"Grade A - Very Good Condition","Not Applicable",Blue,"Not Applicable",5
TECH21,"EVO MESH IMPACT RESISTANT CASE FOR IPHONE 6/6S - T21-5008",Working,"Insurance Grade","Not Applicable",Blue,"Not Applicable",17
TECH21,"EVO PATRIOT FOR IPAD AIR 2 - T21-5097",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",3
TECH21,"EVO PATRIOT FOR IPAD AIR 2 - T21-5097",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",7
TECH21,"EVO PATRIOT FOR IPAD AIR 2 - T21-5097","Brand New","Brand New","Not Applicable",Black,"Not Applicable",2
TECH21,"EVO PATRIOT FOR IPAD AIR 2 - T21-5097",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",21
TECH21,"EVO PATRIOT FOR IPAD MINI 3 - T21-5098","Brand New","Brand New","Not Applicable",Black,"Not Applicable",20
TECH21,"EVO PATRIOT FOR IPAD MINI 3 - T21-5098",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",9
TECH21,"EVO PATRIOT FOR IPAD MINI 3 - T21-5098",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",12
TECH21,"EVO PATRIOT FOR IPAD MINI 3 - T21-5098","Brand New","Brand New","Not Applicable",Black,"Not Applicable",48
TECH21,"EVO TACTICAL CASE FOR LG G4",Working,"Grade A - Very Good Condition","Not Applicable",Purple,"Not Applicable",1
TECH21,"EVO TACTICAL EXTREME EDITION FOR IPHONE 7 - T21-5333",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",21
TECH21,"EVO TACTICAL EXTREME EDITION FOR IPHONE 7 - T21-5333",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",7
TECH21,"EVO TACTICAL EXTREME EDITION FOR IPHONE 7 - T21-5333","Brand New","Brand New","Not Applicable",Black,"Not Applicable",2
TECH21,"EVO TACTICAL FOR APPLE IPHONE X - T21-5858",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",5
TECH21,"EVO TACTICAL FOR APPLE IPHONE X - T21-5858",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",1
TECH21,"EVO TACTICAL FOR IPHONE 7 T21-5396",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",7
TECH21,"EVO TACTICAL FOR IPHONE 7 T21-5396",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",3
TECH21,"EVO TACTICAL FOR IPHONE 7 T21-5396",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",5
TECH21,"EVO TACTICAL FOR IPHONE 7 T21-5396",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",8
TECH21,"EVO TACTICAL FOR IPHONE 7 T21-5396",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",1
TECH21,"EVO TACTICAL FOR IPHONE 7 T21-5396",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",2
TECH21,"EVO TACTICAL FOR IPHONE 7 T21-5399",Working,"Grade A - Very Good Condition","Not Applicable",Blue,"Not Applicable",6
TECH21,"EVO TACTICAL FOR IPHONE 7 T21-5399","Brand New","Insurance Grade","Not Applicable",Blue,"Not Applicable",1
TECH21,"EVO TACTICAL FOR IPHONE 7 T21-5399",Working,"Insurance Grade","Not Applicable",Blue,"Not Applicable",1
TECH21,"EVO TACTICAL FOR SAMSUNG GALAXY S6 - T21-4430",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",1
TECH21,"EVO TACTICAL FOR SAMSUNG GALAXY S8 PLUS - T21-5614 ",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",1
TECH21,"EVO TACTICAL FOR SAMSUNG GALAXY S8 PLUS - T21-5614 ",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",9
TECH21,"EVO TACTICAL FOR SAMSUNG GALAXY S8- T21-5594",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",4
TECH21,"EVO TACTICAL FOR SAMSUNG GALAXY S8- T21-5594",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",1
TECH21,"EVO TACTICAL XT FOR APPLE IPHONE 6/6S",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",9
TECH21,"EVO TACTICAL XT FOR APPLE IPHONE 6/6S","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",3
TECH21,"EVO TACTICAL XT FOR APPLE IPHONE 6/6S",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",25
TECH21,"EVO TACTICAL XT FOR APPLE IPHONE 6/6S","Brand New","Brand New","Not Applicable",Black,"Not Applicable",3
TECH21,"EVO TACTICAL XT FOR APPLE IPHONE 7",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",5
TECH21,"EVO WALLET CASE FOR APPLE IPHONE 7 - T21-5339",Working,"Grade A - Very Good Condition","Not Applicable",Pink,"Not Applicable",10
TECH21,"EVO WALLET CASE FOR APPLE IPHONE 7 - T21-5339",Working,"Grade B - Good Condition","Not Applicable",Pink,"Not Applicable",1
TECH21,"EVO WALLET CASE FOR APPLE IPHONE 7 - T21-5339",Working,"Insurance Grade","Not Applicable",Pink,"Not Applicable",1
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 - T21-5338",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",3
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 - T21-5338",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",5
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 - T21-5338",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",29
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 - T21-5338",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",19
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 - T21-5338","Brand New","Brand New","Not Applicable",Black,"Not Applicable",4
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 - T21-5338","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",3
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 PLUS - T21-5357",Working,"Grade C - Acceptable Condition","Not Applicable",Black,"Not Applicable",1
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 PLUS - T21-5357",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",9
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 PLUS - T21-5357",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",13
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 PLUS - T21-5357",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",22
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 PLUS - T21-5357",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",74
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 PLUS - T21-5357",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",22
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 PLUS - T21-5357",BER,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",1
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 PLUS - T21-5357",Working,"Grade C - Acceptable Condition","Not Applicable",Black,"Not Applicable",1
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 PLUS - T21-5357",BER,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",1
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 PLUS - T21-5357",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",1
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 PLUS - T21-5357",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",10
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 PLUS - T21-5357",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",20
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 PLUS - T21-5358",Working,"Grade B - Good Condition","Not Applicable",Pink,"Not Applicable",9
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 PLUS - T21-5358",Working,"Insurance Grade","Not Applicable",Pink,"Not Applicable",21
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 PLUS - T21-5358",Working,"Grade A - Very Good Condition","Not Applicable",Pink,"Not Applicable",25
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 PLUS - T21-5358","Brand New","Insurance Grade","Not Applicable",Pink,"Not Applicable",3
TECH21,"EVO WALLET COVER CASE FOR APPLE IPHONE 7 PLUS - T21-5358",Working,"Grade D","Not Applicable",Pink,"Not Applicable",1
TECH21,"EVO WALLET DURABLE IMPACT RESISTANT FOLIO FLIP CASE FOR SAMSUNG GALAXY S7 - T21-5223",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",11
TECH21,"EVO WALLET DURABLE IMPACT RESISTANT FOLIO FLIP CASE FOR SAMSUNG GALAXY S7 - T21-5223",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",12
TECH21,"EVO WALLET DURABLE IMPACT RESISTANT FOLIO FLIP CASE FOR SAMSUNG GALAXY S7 - T21-5223","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",7
TECH21,"EVO WALLET DURABLE IMPACT RESISTANT FOLIO FLIP CASE FOR SAMSUNG GALAXY S7 - T21-5223",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",14
TECH21,"EVO WALLET DURABLE IMPACT RESISTANT FOLIO FLIP CASE FOR SAMSUNG GALAXY S7 EDGE - T21-5240",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",16
TECH21,"EVO WALLET DURABLE IMPACT RESISTANT FOLIO FLIP CASE FOR SAMSUNG GALAXY S7 EDGE - T21-5240",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",1
TECH21,"EVO WALLET DURABLE IMPACT RESISTANT FOLIO FLIP CASE FOR SAMSUNG GALAXY S7 EDGE - T21-5240",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",14
TECH21,"EVO WALLET FOR IPHONE 6/6S - T21-5101",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",3
TECH21,"EVO WALLET FOR IPHONE 6/6S - T21-5101",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",14
TECH21,"EVO WALLET FOR SAMSUNG GALAXY NOTE 7 - T21-5367",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",1
TECH21,"EVO WALLET FOR SAMSUNG GALAXY S8 - T21-5589",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",13
TECH21,"EVO WALLET FOR SAMSUNG GALAXY S8 - T21-5589",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",5
TECH21,"EVO WALLET FOR SAMSUNG GALAXY S8 - T21-5589",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",7
TECH21,"EVO WALLET FOR SAMSUNG GALAXY S8 - T21-5589",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",1
TECH21,"EVO WALLET FOR SAMSUNG GALAXY S8 - T21-5589",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",2
TECH21,"EVO WALLET FOR SAMSUNG GALAXY S8+ - T21-5609",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",9
TECH21,"EVO WALLET FOR SAMSUNG GALAXY S8+ - T21-5609",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",10
TECH21,"FOLIO DURABLE IMPACT RESISTANT CASE COVER FOR APPLE IPAD AIR 2 - T21-4409",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",2
TECH21,"FOLIO DURABLE IMPACT RESISTANT CASE COVER FOR APPLE IPAD AIR 2 - T21-4409",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",18
TECH21,"FOLIO DURABLE IMPACT RESISTANT CASE COVER FOR APPLE IPAD AIR 2 - T21-4409","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",5
TECH21,"FOLIO DURABLE IMPACT RESISTANT CASE COVER FOR APPLE IPAD AIR 2 - T21-4409","Brand New","Brand New","Not Applicable",Black,"Not Applicable",2
TECH21,"FOLIO DURABLE IMPACT RESISTANT CASE COVER FOR APPLE IPAD MINI 1 2 3 - T21-4413","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",1
TECH21,"IMPACT CASE FOR SAMSUNG GALAXY S7 - T21-5230",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",21
TECH21,"IMPACT CASE FOR SAMSUNG GALAXY S7 - T21-5230",Working,"Grade B - Good Condition","Not Applicable",Clear,"Not Applicable",13
TECH21,"IMPACT CASE FOR SAMSUNG GALAXY S7 - T21-5230","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",4
TECH21,"IMPACT CASE FOR SAMSUNG GALAXY S7 - T21-5230",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",5
TECH21,"IMPACT CASE FOR SAMSUNG GALAXY S7 - T21-5230",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",13
TECH21,"IMPACT CASE FOR SAMSUNG GALAXY S7 - T21-5230",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",8
TECH21,"IMPACT CASE FOR SAMSUNG GALAXY S7 - T21-5230","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",18
TECH21,"IMPACT CASE FOR SAMSUNG GALAXY S7 - T21-5230",Working,"Grade B - Good Condition","Not Applicable",Clear,"Not Applicable",1
TECH21,"IMPACT CHECK FOR IPHONE 5C - T21-3719",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"IMPACT CLEAR CASE FOR IPHONE 5/5S/SE - T21-5280",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",35
TECH21,"IMPACT CLEAR CASE FOR IPHONE 5/5S/SE - T21-5280",Working,"Grade B - Good Condition","Not Applicable",Clear,"Not Applicable",20
TECH21,"IMPACT CLEAR CASE FOR IPHONE 5/5S/SE - T21-5280",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",4
TECH21,"IMPACT CLEAR CASE FOR IPHONE 5/5S/SE - T21-5280",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",15
TECH21,"IMPACT CLEAR CASE FOR IPHONE 5/5S/SE - T21-5280","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",19
TECH21,"IMPACT CLEAR CASE FOR IPHONE 5/5S/SE - T21-5280",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",46
TECH21,"IMPACT CLEAR CASE FOR IPHONE 6 AND 6S - T21-5196",Working,"Grade B - Good Condition","Not Applicable",Clear,"Not Applicable",8
TECH21,"IMPACT CLEAR CASE FOR IPHONE 6 AND 6S - T21-5196",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",9
TECH21,"IMPACT CLEAR CASE FOR IPHONE 6 AND 6S - T21-5196","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"IMPACT CLEAR CASE FOR IPHONE 6 AND 6S - T21-5196",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",2
TECH21,"IMPACT CLEAR CASE FOR IPHONE 6 AND 6S - T21-5196",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",11
TECH21,"IMPACT CLEAR CASE FOR IPHONE 6 AND 6S - T21-5196",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",3
TECH21,"IMPACT CLEAR CASE FOR IPHONE 6 AND 6S - T21-5196 - FBA UK",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",3
TECH21,"IMPACT CLEAR CASE FOR IPHONE 7 PLUS - T21-5350",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",40
TECH21,"IMPACT CLEAR CASE FOR IPHONE 7 PLUS - T21-5350",Working,"Grade B - Good Condition","Not Applicable",Clear,"Not Applicable",13
TECH21,"IMPACT CLEAR CASE FOR IPHONE 7 PLUS - T21-5350","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",2
TECH21,"IMPACT CLEAR CASE FOR IPHONE 7 PLUS - T21-5350",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",1
TECH21,"IMPACT CLEAR CASE FOR IPHONE 7 PLUS - T21-5350","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",1
TECH21,"IMPACT CLEAR CASE FOR IPHONE 7 PLUS - T21-5350",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",26
TECH21,"IMPACT CLEAR CASE FOR IPHONE 7 PLUS - T21-5350",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",22
TECH21,"IMPACT CLEAR CASE FOR IPHONE 7 PLUS - T21-5350",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",8
TECH21,"IMPACT CLEAR CASE FOR IPHONE 7 PLUS - T21-5350","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",4
TECH21,"IMPACT CLEAR CASE FOR IPHONE 7 PLUS - T21-5350",Working,"Grade B - Good Condition","Not Applicable",Clear,"Not Applicable",3
TECH21,"IMPACT CLEAR CASE FOR IPHONE 7/8 - T21-5332",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",35
